code,entry_date,exit_date,selection_periods,entry_rank,exit_rank
002385,2025-07-09,2025-07-22,2025-07-09,6,6
002387,2025-05-13,2025-05-26,2025-05-13,46,46
002388,2025-02-12,2025-02-25,2025-02-12,45,45
002389,2025-02-12,2025-02-25,2025-02-12,27,27
002389,2025-11-06,2025-11-19,2025-11-06,38,38
002390,2025-04-10,2025-05-26,"2025-04-10,2025-04-24,2025-05-13",13,20
002393,2025-12-04,2025-12-17,2025-12-04,26,26
002395,2026-08-04,2026-08-17,2026-08-04,19,19
002398,2025-05-27,2025-06-10,2025-05-27,22,22
002398,2025-10-23,2025-11-05,2025-10-23,4,4
002399,2025-10-23,2025-11-05,2025-10-23,13,13
002400,2025-04-24,2025-05-12,2025-04-24,41,41
002401,2025-10-23,2025-11-19,"2025-10-23,2025-11-06",2,18
002402,2026-02-24,2026-03-23,"2026-02-24,2026-03-10",26,24
002405,2025-05-13,2025-06-10,"2025-05-13,2025-05-27",8,36
002416,2025-04-10,2025-04-23,2025-04-10,11,11
002416,2025-05-13,2025-05-26,2025-05-13,15,15
002418,2026-08-04,2026-08-17,2026-08-04,40,40
002423,2025-01-07,2025-01-20,2025-01-07,14,14
002423,2025-12-18,2025-12-31,2025-12-18,1,1
002424,2026-02-02,2026-02-13,2026-02-02,19,19
002425,2024-10-14,2024-10-25,2024-10-14,30,30
002426,2026-09-15,2026-09-18,2026-09-15,19,19
002427,2025-09-17,2025-09-30,2025-09-17,43,43
002427,2026-06-23,2026-07-06,2026-06-23,32,32
002429,2025-04-24,2025-07-08,"2025-04-24,2025-05-13,2025-05-27,2025-06-11,2025-06-25",24,47
002431,2025-08-20,2025-09-02,2025-08-20,26,26
002432,2024-12-23,2025-01-06,2024-12-23,49,49
002439,2025-06-11,2025-06-24,2025-06-11,37,37
002442,2026-08-18,2026-08-31,2026-08-18,4,4
002443,2025-01-07,2025-01-20,2025-01-07,44,44
002449,2025-04-10,2025-05-26,"2025-04-10,2025-04-24,2025-05-13",24,25
002449,2026-08-18,2026-08-31,2026-08-18,16,16
002453,2026-02-24,2026-03-09,2026-02-24,17,17
002455,2024-08-22,2024-10-11,"2024-08-22,2024-09-05,2024-09-23",16,36
002455,2025-02-26,2025-03-11,2025-02-26,42,42
002456,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",23,20
002457,2025-01-21,2025-02-11,2025-01-21,44,44
002457,2025-09-17,2025-09-30,2025-09-17,17,17
002457,2025-10-23,2025-11-05,2025-10-23,34,34
002458,2025-06-25,2025-07-22,"2025-06-25,2025-07-09",4,4
002461,2024-12-09,2024-12-20,2024-12-09,7,7
002461,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",18,29
002462,2026-05-11,2026-05-22,2026-05-11,14,14
002465,2026-08-18,2026-09-14,"2026-08-18,2026-09-01",10,50
002466,2025-04-10,2025-04-23,2025-04-10,14,14
002467,2025-05-13,2025-05-26,2025-05-13,30,30
002469,2025-02-26,2025-03-11,2025-02-26,9,9
002469,2025-07-23,2025-08-05,2025-07-23,10,10
002474,2025-05-27,2025-06-10,2025-05-27,26,26
002474,2026-04-22,2026-05-08,2026-04-22,43,43
002478,2026-07-07,2026-08-03,"2026-07-07,2026-07-21",8,15
002481,2026-01-19,2026-03-23,"2026-01-19,2026-02-02,2026-02-24,2026-03-10",10,47
002482,2025-03-26,2025-04-23,"2025-03-26,2025-04-10",38,9
002482,2026-01-19,2026-01-30,2026-01-19,7,7
002488,2025-08-06,2025-08-19,2025-08-06,18,18
002491,2024-07-25,2024-08-07,2024-07-25,12,12
002493,2024-12-23,2025-01-06,2024-12-23,19,19
002497,2025-04-24,2025-05-12,2025-04-24,46,46
002508,2025-07-23,2025-08-05,2025-07-23,23,23
002513,2025-02-12,2025-02-25,2025-02-12,16,16
002514,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",43,7
002514,2025-08-06,2025-08-19,2025-08-06,39,39
002518,2025-06-11,2025-06-24,2025-06-11,10,10
002519,2025-11-06,2025-11-19,2025-11-06,1,1
002526,2024-08-08,2024-08-21,2024-08-08,8,8
002527,2025-12-18,2025-12-31,2025-12-18,47,47
002527,2026-04-08,2026-04-21,2026-04-08,28,28
002527,2026-09-01,2026-09-14,2026-09-01,24,24
002528,2025-04-10,2025-04-23,2025-04-10,32,32
002529,2025-08-20,2025-09-02,2025-08-20,49,49
002530,2024-09-23,2024-10-11,2024-09-23,32,32
002530,2025-12-18,2025-12-31,2025-12-18,11,11
002531,2026-09-01,2026-09-14,2026-09-01,35,35
002534,2025-06-25,2025-07-08,2025-06-25,17,17
002537,2026-06-08,2026-06-22,2026-06-08,43,43
002538,2025-02-26,2025-03-11,2025-02-26,39,39
002538,2025-06-25,2025-07-08,2025-06-25,34,34
002539,2024-08-22,2024-09-04,2024-08-22,33,33
002540,2026-05-25,2026-06-05,2026-05-25,38,38
002541,2024-08-22,2024-09-04,2024-08-22,17,17
002543,2026-03-10,2026-03-23,2026-03-10,35,35
002543,2026-06-23,2026-07-06,2026-06-23,33,33
002544,2024-07-25,2024-08-07,2024-07-25,2,2
002548,2025-07-09,2025-07-22,2025-07-09,10,10
002550,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",13,49
002552,2024-10-14,2024-10-25,2024-10-14,8,8
002554,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",45,33
002556,2025-02-26,2025-03-11,2025-02-26,19,19
002556,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",8,1
002557,2025-07-23,2025-08-05,2025-07-23,22,22
002561,2026-03-24,2026-04-07,2026-03-24,21,21
002565,2026-08-04,2026-08-17,2026-08-04,39,39
002567,2025-07-09,2025-07-22,2025-07-09,18,18
002570,2026-04-22,2026-05-22,"2026-04-22,2026-05-11",18,10
002572,2025-07-23,2025-08-05,2025-07-23,31,31
002573,2024-08-08,2024-08-21,2024-08-08,42,42
002574,2025-08-20,2025-09-02,2025-08-20,41,41
002577,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",28,6
002582,2025-07-23,2025-08-19,"2025-07-23,2025-08-06",16,23
002583,2025-04-10,2025-04-23,2025-04-10,45,45
002584,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",31,9
002586,2025-08-06,2025-08-19,2025-08-06,50,50
002596,2026-04-08,2026-04-21,2026-04-08,47,47
002597,2024-12-23,2025-01-06,2024-12-23,1,1
002598,2025-08-06,2025-08-19,2025-08-06,36,36
002601,2024-08-22,2024-09-04,2024-08-22,13,13
002603,2025-03-12,2025-03-25,2025-03-12,36,36
002605,2025-12-04,2025-12-17,2025-12-04,31,31
002605,2026-04-22,2026-05-08,2026-04-22,37,37
002606,2025-01-07,2025-01-20,2025-01-07,25,25
002608,2026-09-01,2026-09-14,2026-09-01,1,1
002613,2026-09-01,2026-09-14,2026-09-01,8,8
002614,2024-07-25,2024-08-07,2024-07-25,44,44
002616,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",44,6
002623,2025-01-21,2025-02-11,2025-01-21,6,6
002623,2025-12-18,2025-12-31,2025-12-18,35,35
002636,2025-04-24,2025-05-12,2025-04-24,13,13
002640,2025-12-18,2025-12-31,2025-12-18,33,33
002644,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",13,1
002650,2026-02-24,2026-03-09,2026-02-24,30,30
002657,2025-12-04,2025-12-17,2025-12-04,12,12
002658,2024-07-25,2024-08-07,2024-07-25,49,49
002668,2026-02-02,2026-02-13,2026-02-02,6,6
002670,2025-05-13,2025-05-26,2025-05-13,16,16
002670,2026-01-05,2026-01-16,2026-01-05,15,15
002670,2026-05-25,2026-06-05,2026-05-25,22,22
002673,2025-02-12,2025-02-25,2025-02-12,4,4
002674,2024-09-23,2024-10-11,2024-09-23,9,9
002681,2026-03-10,2026-03-23,2026-03-10,37,37
002685,2026-08-04,2026-08-17,2026-08-04,25,25
002692,2026-07-21,2026-08-03,2026-07-21,20,20
002697,2025-07-23,2025-08-05,2025-07-23,5,5
002697,2026-03-24,2026-04-07,2026-03-24,15,15
002697,2026-04-22,2026-05-08,2026-04-22,36,36
002698,2025-05-27,2025-06-24,"2025-05-27,2025-06-11",7,5
002698,2026-04-08,2026-04-21,2026-04-08,34,34
002705,2026-07-21,2026-08-03,2026-07-21,3,3
002707,2026-05-11,2026-05-22,2026-05-11,29,29
002709,2026-09-15,2026-09-18,2026-09-15,14,14
002713,2025-08-06,2025-08-19,2025-08-06,13,13
002714,2024-12-09,2024-12-20,2024-12-09,37,37
002717,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",21,44
002721,2025-10-09,2025-10-22,2025-10-09,8,8
002726,2024-10-28,2024-11-08,2024-10-28,8,8
002726,2026-01-19,2026-02-13,"2026-01-19,2026-02-02",45,36
002728,2025-03-26,2025-04-09,2025-03-26,12,12
002728,2026-05-25,2026-06-22,"2026-05-25,2026-06-08",14,28
002729,2025-04-24,2025-05-26,"2025-04-24,2025-05-13",5,32
002733,2026-09-01,2026-09-18,"2026-09-01,2026-09-15",18,9
002735,2026-04-22,2026-05-08,2026-04-22,32,32
002735,2026-09-01,2026-09-14,2026-09-01,30,30
002737,2025-02-26,2025-04-09,"2025-02-26,2025-03-12,2025-03-26",48,14
002738,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",15,17
002743,2025-03-26,2025-04-09,2025-03-26,30,30
002743,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",37,7
002745,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",6,40
002746,2025-07-09,2025-07-22,2025-07-09,29,29
002756,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",23,2
002757,2025-11-06,2025-11-19,2025-11-06,2,2
002759,2025-04-24,2025-05-12,2025-04-24,23,23
002765,2026-04-08,2026-04-21,2026-04-08,19,19
002782,2026-08-18,2026-08-31,2026-08-18,40,40
002791,2025-07-09,2025-07-22,2025-07-09,32,32
002797,2025-04-24,2025-05-12,2025-04-24,37,37
002799,2025-04-24,2025-05-12,2025-04-24,4,4
002802,2024-08-22,2024-09-04,2024-08-22,23,23
002803,2024-07-25,2024-08-07,2024-07-25,41,41
002805,2025-02-12,2025-02-25,2025-02-12,21,21
002805,2026-09-15,2026-09-18,2026-09-15,25,25
002806,2026-09-15,2026-09-18,2026-09-15,22,22
002807,2026-01-19,2026-02-13,"2026-01-19,2026-02-02",17,31
002809,2026-05-11,2026-05-22,2026-05-11,21,21
002811,2025-04-24,2025-05-12,2025-04-24,28,28
002818,2025-07-23,2025-08-05,2025-07-23,49,49
002824,2025-05-27,2025-06-24,"2025-05-27,2025-06-11",33,35
002825,2025-10-09,2025-10-22,2025-10-09,34,34
002827,2025-11-06,2025-11-19,2025-11-06,29,29
002832,2025-07-23,2025-08-05,2025-07-23,40,40
002835,2025-05-13,2025-05-26,2025-05-13,4,4
002840,2025-07-09,2025-07-22,2025-07-09,20,20
002840,2026-02-02,2026-02-13,2026-02-02,12,12
002845,2025-06-11,2025-06-24,2025-06-11,45,45
002846,2024-10-14,2024-10-25,2024-10-14,45,45
002846,2026-07-21,2026-08-03,2026-07-21,6,6
002855,2026-02-24,2026-03-09,2026-02-24,7,7
002865,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",38,45
002873,2025-01-21,2025-02-11,2025-01-21,21,21
002873,2026-07-07,2026-07-20,2026-07-07,38,38
002877,2026-02-24,2026-03-09,2026-02-24,9,9
002878,2026-08-04,2026-08-17,2026-08-04,50,50
002880,2025-07-09,2025-07-22,2025-07-09,19,19
002880,2025-10-09,2025-10-22,2025-10-09,12,12
002883,2025-10-23,2025-11-05,2025-10-23,24,24
002889,2026-02-24,2026-04-07,"2026-02-24,2026-03-10,2026-03-24",28,19
002892,2025-12-18,2025-12-31,2025-12-18,38,38
002893,2024-08-22,2024-09-04,2024-08-22,18,18
002893,2026-03-10,2026-03-23,2026-03-10,29,29
002900,2025-10-09,2025-10-22,2025-10-09,41,41
002900,2026-03-10,2026-03-23,2026-03-10,14,14
002902,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",40,38
002905,2024-10-28,2024-11-22,"2024-10-28,2024-11-11",33,32
002907,2024-11-11,2024-11-22,2024-11-11,27,27
002911,2026-06-23,2026-07-20,"2026-06-23,2026-07-07",3,35
002917,2025-04-24,2025-05-12,2025-04-24,15,15
002917,2025-10-23,2025-11-05,2025-10-23,5,5
002917,2026-08-18,2026-08-31,2026-08-18,42,42
002918,2024-08-22,2024-09-04,2024-08-22,40,40
002922,2024-12-23,2025-01-06,2024-12-23,21,21
002929,2026-01-05,2026-01-16,2026-01-05,29,29
002930,2024-08-08,2024-08-21,2024-08-08,45,45
002930,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",34,43
002932,2025-10-23,2025-11-05,2025-10-23,30,30
002936,2025-03-26,2025-04-09,2025-03-26,23,23
002937,2024-09-23,2024-10-11,2024-09-23,40,40
002939,2025-12-04,2025-12-17,2025-12-04,17,17
002940,2026-02-24,2026-03-23,"2026-02-24,2026-03-10",12,43
002945,2025-05-13,2025-05-26,2025-05-13,5,5
002948,2026-01-19,2026-01-30,2026-01-19,20,20
002952,2026-08-18,2026-08-31,2026-08-18,14,14
002958,2025-09-17,2025-09-30,2025-09-17,23,23
002959,2026-06-23,2026-07-06,2026-06-23,12,12
002962,2026-09-01,2026-09-14,2026-09-01,38,38
002965,2026-04-08,2026-04-21,2026-04-08,30,30
002976,2025-09-17,2025-09-30,2025-09-17,4,4
002977,2025-11-06,2025-11-19,2025-11-06,9,9
002981,2024-10-14,2024-10-25,2024-10-14,40,40
002981,2025-11-20,2025-12-03,2025-11-20,20,20
002982,2025-10-23,2025-11-05,2025-10-23,25,25
002985,2024-09-05,2024-09-20,2024-09-05,27,27
002987,2025-12-04,2025-12-17,2025-12-04,48,48
002991,2025-07-09,2025-07-22,2025-07-09,47,47
002995,2025-05-13,2025-05-26,2025-05-13,11,11
003000,2025-10-09,2025-10-22,2025-10-09,25,25
003003,2025-04-10,2025-04-23,2025-04-10,41,41
003004,2025-07-23,2025-08-05,2025-07-23,19,19
003016,2025-03-26,2025-04-23,"2025-03-26,2025-04-10",11,46
003022,2026-09-15,2026-09-18,2026-09-15,4,4
003025,2026-09-15,2026-09-18,2026-09-15,31,31
003027,2026-08-04,2026-08-17,2026-08-04,12,12
003032,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",29,34
003032,2025-06-11,2025-06-24,2025-06-11,47,47
003035,2025-09-03,2025-09-16,2025-09-03,12,12
003038,2026-01-19,2026-01-30,2026-01-19,2,2
003039,2025-06-25,2025-07-08,2025-06-25,32,32
003040,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",32,42
003042,2026-07-07,2026-07-20,2026-07-07,44,44
003043,2025-01-07,2025-01-20,2025-01-07,50,50
003816,2024-10-28,2025-01-06,"2024-10-28,2024-11-11,2024-11-25,2024-12-09,2024-12-23",14,42
300005,2025-01-21,2025-02-11,2025-01-21,41,41
300007,2026-04-08,2026-05-08,"2026-04-08,2026-04-22",6,44
300008,2025-01-21,2025-02-11,2025-01-21,23,23
300011,2026-06-08,2026-06-22,2026-06-08,13,13
300014,2026-09-15,2026-09-18,2026-09-15,40,40
300016,2025-01-21,2025-02-11,2025-01-21,31,31
300021,2025-10-23,2025-11-05,2025-10-23,12,12
300024,2026-04-08,2026-04-21,2026-04-08,43,43
300031,2025-11-20,2025-12-03,2025-11-20,36,36
300035,2026-07-21,2026-08-03,2026-07-21,32,32
300040,2025-10-09,2025-10-22,2025-10-09,23,23
300045,2025-01-21,2025-02-11,2025-01-21,47,47
300046,2025-11-20,2025-12-03,2025-11-20,47,47
300051,2026-07-21,2026-08-17,"2026-07-21,2026-08-04",29,18
300054,2024-09-23,2024-10-11,2024-09-23,43,43
300057,2025-05-13,2025-05-26,2025-05-13,41,41
300066,2026-09-15,2026-09-18,2026-09-15,45,45
300070,2025-02-12,2025-02-25,2025-02-12,3,3
300072,2026-06-23,2026-07-06,2026-06-23,17,17
300073,2024-07-25,2024-08-07,2024-07-25,45,45
300080,2026-06-23,2026-07-06,2026-06-23,39,39
300083,2025-06-11,2025-06-24,2025-06-11,49,49
300087,2025-07-09,2025-07-22,2025-07-09,39,39
300087,2026-08-04,2026-08-17,2026-08-04,49,49
300097,2025-02-12,2025-03-25,"2025-02-12,2025-02-26,2025-03-12",14,28
300098,2026-04-22,2026-05-08,2026-04-22,45,45
300105,2025-10-09,2025-10-22,2025-10-09,4,4
300121,2025-02-12,2025-02-25,2025-02-12,26,26
300122,2025-01-07,2025-01-20,2025-01-07,12,12
300128,2026-08-18,2026-08-31,2026-08-18,29,29
300130,2025-11-20,2025-12-03,2025-11-20,13,13
300143,2026-06-23,2026-07-06,2026-06-23,48,48
300144,2025-07-09,2025-08-05,"2025-07-09,2025-07-23",24,33
300149,2025-12-18,2025-12-31,2025-12-18,19,19
300157,2026-06-08,2026-06-22,2026-06-08,32,32
300160,2025-10-09,2025-10-22,2025-10-09,24,24
300161,2025-05-27,2025-06-10,2025-05-27,34,34
300165,2025-02-12,2025-03-25,"2025-02-12,2025-02-26,2025-03-12",5,5
300166,2026-09-15,2026-09-18,2026-09-15,38,38
300169,2025-11-06,2025-11-19,2025-11-06,50,50
300173,2026-02-02,2026-03-09,"2026-02-02,2026-02-24",43,43
300175,2025-02-12,2025-02-25,2025-02-12,33,33
300180,2025-10-09,2025-10-22,2025-10-09,45,45
300180,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",39,38
300180,2026-05-25,2026-06-05,2026-05-25,21,21
300183,2025-06-11,2025-06-24,2025-06-11,39,39
300184,2026-01-05,2026-01-16,2026-01-05,12,12
300187,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",39,1
300189,2026-06-08,2026-06-22,2026-06-08,42,42
300191,2025-01-07,2025-01-20,2025-01-07,21,21
300203,2025-12-04,2025-12-17,2025-12-04,18,18
300207,2026-07-21,2026-08-03,2026-07-21,26,26
300209,2025-08-06,2025-09-02,"2025-08-06,2025-08-20",21,27
300210,2025-01-21,2025-02-11,2025-01-21,50,50
300215,2024-09-05,2024-09-20,2024-09-05,44,44
300222,2026-09-15,2026-09-18,2026-09-15,47,47
300223,2025-05-27,2025-06-10,2025-05-27,15,15
300243,2025-02-12,2025-02-25,2025-02-12,28,28
300245,2025-11-06,2025-11-19,2025-11-06,15,15
300246,2025-10-09,2025-10-22,2025-10-09,17,17
300248,2025-11-06,2025-11-19,2025-11-06,26,26
300251,2025-05-27,2025-06-24,"2025-05-27,2025-06-11",5,20
300251,2026-05-25,2026-06-05,2026-05-25,4,4
300256,2025-08-06,2025-08-19,2025-08-06,41,41
300261,2025-01-21,2025-02-11,2025-01-21,9,9
300261,2026-05-25,2026-06-22,"2026-05-25,2026-06-08",13,24
300272,2026-07-07,2026-07-20,2026-07-07,39,39
300276,2026-04-08,2026-04-21,2026-04-08,29,29
300286,2024-08-22,2024-09-04,2024-08-22,39,39
300286,2026-08-18,2026-09-18,"2026-08-18,2026-09-01,2026-09-15",36,7
300294,2024-12-23,2025-01-20,"2024-12-23,2025-01-07",14,4
300296,2026-09-01,2026-09-14,2026-09-01,10,10
300298,2025-10-23,2025-11-05,2025-10-23,38,38
300307,2025-11-06,2025-11-19,2025-11-06,43,43
300314,2025-01-21,2025-02-11,2025-01-21,12,12
300315,2025-05-13,2025-05-26,2025-05-13,42,42
300316,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",44,46
300318,2025-10-09,2025-10-22,2025-10-09,49,49
300320,2025-01-21,2025-02-25,"2025-01-21,2025-02-12",2,50
300332,2025-02-12,2025-03-11,"2025-02-12,2025-02-26",6,22
300332,2026-06-23,2026-07-06,2026-06-23,7,7
300333,2025-11-06,2025-11-19,2025-11-06,48,48
300337,2025-06-11,2025-06-24,2025-06-11,33,33
300348,2025-10-23,2025-11-05,2025-10-23,37,37
300354,2026-04-08,2026-04-21,2026-04-08,26,26
300376,2026-09-01,2026-09-14,2026-09-01,46,46
300377,2025-11-06,2025-11-19,2025-11-06,37,37
300384,2025-11-06,2025-11-19,2025-11-06,12,12
300386,2025-10-09,2025-10-22,2025-10-09,35,35
300388,2026-01-05,2026-03-09,"2026-01-05,2026-01-19,2026-02-02,2026-02-24",45,21
300389,2026-06-23,2026-07-06,2026-06-23,14,14
300389,2026-07-21,2026-08-03,2026-07-21,45,45
300393,2025-01-07,2025-01-20,2025-01-07,28,28
300393,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",26,38
300401,2025-10-23,2025-11-19,"2025-10-23,2025-11-06",22,32
300413,2026-05-11,2026-05-22,2026-05-11,37,37
300418,2025-05-13,2025-05-26,2025-05-13,50,50
300425,2025-03-26,2025-04-09,2025-03-26,47,47
300428,2025-01-21,2025-02-11,2025-01-21,10,10
300434,2026-03-10,2026-03-23,2026-03-10,26,26
300435,2026-06-08,2026-06-22,2026-06-08,33,33
300435,2026-09-15,2026-09-18,2026-09-15,44,44
300437,2025-02-26,2025-03-11,2025-02-26,47,47
300441,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",34,20
300445,2025-06-25,2025-07-08,2025-06-25,49,49
300446,2026-06-08,2026-06-22,2026-06-08,25,25
300459,2025-11-06,2025-11-19,2025-11-06,35,35
300462,2025-09-17,2025-09-30,2025-09-17,34,34
300465,2026-02-24,2026-03-09,2026-02-24,27,27
300471,2026-06-08,2026-07-06,"2026-06-08,2026-06-23",4,16
300473,2026-08-18,2026-08-31,2026-08-18,27,27
300481,2024-08-22,2024-09-04,2024-08-22,22,22
300483,2025-02-26,2025-03-11,2025-02-26,26,26
300487,2025-01-07,2025-01-20,2025-01-07,39,39
300489,2025-01-21,2025-02-11,2025-01-21,28,28
300490,2026-07-21,2026-08-03,2026-07-21,47,47
300497,2024-08-08,2024-08-21,2024-08-08,28,28
300497,2025-01-21,2025-02-11,2025-01-21,48,48
300505,2026-06-08,2026-06-22,2026-06-08,22,22
300508,2025-05-27,2025-06-10,2025-05-27,44,44
300525,2026-04-08,2026-05-22,"2026-04-08,2026-04-22,2026-05-11",23,40
300527,2025-10-23,2025-11-05,2025-10-23,31,31
300529,2025-12-04,2025-12-17,2025-12-04,10,10
300538,2026-02-24,2026-03-09,2026-02-24,36,36
300552,2025-05-13,2025-05-26,2025-05-13,19,19
300556,2025-05-13,2025-05-26,2025-05-13,34,34
300558,2025-12-04,2025-12-17,2025-12-04,24,24
300562,2025-10-23,2025-11-05,2025-10-23,27,27
300566,2025-05-27,2025-06-10,2025-05-27,46,46
300569,2026-06-23,2026-07-06,2026-06-23,18,18
300578,2025-05-13,2025-05-26,2025-05-13,48,48
300580,2025-12-18,2025-12-31,2025-12-18,15,15
300581,2025-02-12,2025-02-25,2025-02-12,47,47
300588,2025-05-13,2025-05-26,2025-05-13,35,35
300598,2026-02-24,2026-03-09,2026-02-24,48,48
300603,2026-01-05,2026-01-16,2026-01-05,35,35
300613,2025-11-20,2025-12-03,2025-11-20,14,14
300617,2025-05-27,2025-06-10,2025-05-27,41,41
300621,2025-02-12,2025-02-25,2025-02-12,10,10
300622,2026-04-22,2026-05-08,2026-04-22,31,31
300629,2025-11-06,2025-11-19,2025-11-06,13,13
300632,2025-05-13,2025-05-26,2025-05-13,22,22
300633,2025-12-18,2025-12-31,2025-12-18,50,50
300641,2025-06-25,2025-07-08,2025-06-25,9,9
300641,2026-01-05,2026-01-16,2026-01-05,11,11
300643,2024-09-23,2024-10-11,2024-09-23,22,22
300651,2026-09-01,2026-09-14,2026-09-01,27,27
300652,2026-04-08,2026-04-21,2026-04-08,3,3
300654,2025-10-23,2025-11-05,2025-10-23,32,32
300656,2025-11-20,2025-12-03,2025-11-20,29,29
300658,2026-07-07,2026-07-20,2026-07-07,47,47
300660,2026-04-08,2026-04-21,2026-04-08,33,33
300664,2026-07-07,2026-07-20,2026-07-07,40,40
300675,2026-01-19,2026-01-30,2026-01-19,11,11
300690,2026-06-23,2026-07-06,2026-06-23,42,42
300696,2024-09-23,2024-10-11,2024-09-23,11,11
300719,2025-10-23,2025-11-19,"2025-10-23,2025-11-06",45,41
300719,2026-05-25,2026-06-22,"2026-05-25,2026-06-08",5,31
300722,2025-01-07,2025-01-20,2025-01-07,31,31
300729,2024-07-25,2024-08-07,2024-07-25,7,7
300729,2025-08-06,2025-08-19,2025-08-06,11,11
300732,2025-01-07,2025-01-20,2025-01-07,38,38
300761,2025-07-09,2025-07-22,2025-07-09,42,42
300769,2026-09-15,2026-09-18,2026-09-15,37,37
300773,2025-11-20,2025-12-03,2025-11-20,50,50
300777,2026-08-18,2026-08-31,2026-08-18,22,22
300782,2024-09-05,2024-09-20,2024-09-05,46,46
300783,2026-04-22,2026-05-08,2026-04-22,6,6
300788,2025-05-13,2025-05-26,2025-05-13,38,38
300788,2026-07-21,2026-08-03,2026-07-21,40,40
300791,2026-03-24,2026-04-07,2026-03-24,24,24
300793,2026-04-08,2026-04-21,2026-04-08,39,39
300798,2026-07-21,2026-08-03,2026-07-21,42,42
300804,2025-09-17,2025-10-22,"2025-09-17,2025-10-09",38,32
300805,2026-05-11,2026-05-22,2026-05-11,11,11
300814,2025-05-27,2025-06-10,2025-05-27,29,29
300817,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",24,19
300819,2024-08-22,2024-09-04,2024-08-22,45,45
300822,2026-02-24,2026-03-09,2026-02-24,23,23
300829,2024-08-08,2024-08-21,2024-08-08,16,16
300840,2025-11-06,2025-11-19,2025-11-06,27,27
300844,2026-01-05,2026-01-16,2026-01-05,27,27
300847,2025-10-09,2025-10-22,2025-10-09,19,19
300848,2025-10-23,2025-11-05,2025-10-23,35,35
300852,2024-09-23,2024-10-11,2024-09-23,8,8
300861,2026-09-15,2026-09-18,2026-09-15,10,10
300867,2025-08-20,2025-09-02,2025-08-20,23,23
300867,2025-09-17,2025-09-30,2025-09-17,6,6
300867,2026-02-24,2026-03-23,"2026-02-24,2026-03-10",35,6
300871,2024-08-08,2024-08-21,2024-08-08,41,41
300872,2025-11-20,2025-12-03,2025-11-20,42,42
300875,2026-06-23,2026-07-06,2026-06-23,21,21
300879,2025-12-04,2025-12-17,2025-12-04,8,8
300881,2026-08-18,2026-08-31,2026-08-18,19,19
300882,2026-09-15,2026-09-18,2026-09-15,46,46
300884,2026-04-08,2026-04-21,2026-04-08,49,49
300890,2026-02-02,2026-02-13,2026-02-02,39,39
300891,2024-08-08,2024-08-21,2024-08-08,39,39
300896,2025-02-12,2025-02-25,2025-02-12,43,43
300898,2026-03-24,2026-04-07,2026-03-24,32,32
300904,2026-01-05,2026-01-16,2026-01-05,23,23
300905,2024-08-22,2024-09-04,2024-08-22,41,41
300905,2026-08-04,2026-08-17,2026-08-04,9,9
300916,2026-08-04,2026-08-17,2026-08-04,37,37
300930,2024-09-23,2024-10-11,2024-09-23,41,41
300930,2026-09-01,2026-09-14,2026-09-01,37,37
300945,2026-06-08,2026-06-22,2026-06-08,23,23
300950,2026-01-05,2026-01-16,2026-01-05,37,37
300955,2026-09-01,2026-09-14,2026-09-01,41,41
300982,2025-10-09,2025-10-22,2025-10-09,40,40
300982,2026-08-04,2026-08-17,2026-08-04,30,30
300988,2024-09-23,2024-10-11,2024-09-23,15,15
300993,2024-08-08,2024-08-21,2024-08-08,36,36
300993,2026-04-22,2026-05-08,2026-04-22,30,30
301000,2026-04-08,2026-05-08,"2026-04-08,2026-04-22",46,39
301017,2025-09-17,2025-09-30,2025-09-17,19,19
301022,2025-11-20,2025-12-03,2025-11-20,26,26
301022,2025-12-18,2025-12-31,2025-12-18,37,37
301024,2025-10-09,2025-11-05,"2025-10-09,2025-10-23",26,33
301047,2025-01-07,2025-01-20,2025-01-07,36,36
301050,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",30,46
301052,2026-01-05,2026-01-16,2026-01-05,9,9
